Review,Review note,Title,Title (de),Title (ru),Title (uk),Title (ar),Title (tr),Starts at,Ends at,All day,Place name,Address,District,Provider name,Min age (years),Max age (years),Languages,Activity categories,Price type,Price text,Event link,Description (English),Description (de),Description (ru),Description (uk),Description (ar),Description (tr),Source link,ID
,,Scratch Junior family afternoon at Blasewitz Library,Familiennachmittag in der Bibliothek Blasewitz: Scratch Junior testen,Семейный день Scratch Junior в библиотеке Blasewitz,Родинний день Scratch Junior у бібліотеці Blasewitz,عصرية عائلية مع Scratch Junior في مكتبة Blasewitz,Blasewitz Kütüphanesi'nde Scratch Junior aile öğleden sonrası,2026-11-10 15:00,2026-11-10 18:00,no,Bibliothek Blasewitz,"Tolkewitzer Straße 8, 01277 Dresden",Blasewitz,,5,,de,stem;library,free,Free; registration by e-mail or phone with Bibliothek Blasewitz,https://www.bibo-dresden.de/de/events-kids/blasewitz/20261110_Blasewitz_Familiennachmittag_Scratch.php,"Children and their parents or grandparents try the free, child-friendly programming app Scratch Junior (for children from about 5) on tablets with a media educator and create their own little stories, animations or games – no prior knowledge needed.","Kinder lernen gemeinsam mit Eltern oder Großeltern unter Anleitung einer Medienpädagogin die kostenlose, kindgerechte Programmier-App Scratch Junior (für Kinder ab etwa 5 Jahren) kennen und entwickeln auf dem Tablet eigene Geschichten, Animationen oder Spiele – ganz ohne Vorkenntnisse. Eintritt frei, mit Anmeldung.","Дети вместе с родителями или бабушками и дедушками под руководством медиапедагога знакомятся с бесплатным детским приложением для программирования Scratch Junior (для детей примерно от 5 лет) и создают на планшете свои истории, анимации или игры – без предварительных знаний. Бесплатно, по записи.","Діти разом із батьками або бабусями й дідусями під керівництвом медіапедагогині знайомляться з безкоштовним дитячим застосунком для програмування Scratch Junior (для дітей приблизно від 5 років) і створюють на планшеті власні історії, анімації чи ігри – без попередніх знань. Безкоштовно, за реєстрацією.",يتعرّف الأطفال مع آبائهم أو أجدادهم، بإرشاد مختصة في التربية الإعلامية، على تطبيق البرمجة المجاني المناسب للأطفال Scratch Junior (للأطفال من نحو 5 سنوات)، ويصنعون على الجهاز اللوحي قصصًا ورسومًا متحركة وألعابًا خاصة بهم دون أي معرفة مسبقة. مجانًا مع التسجيل.,"Çocuklar ebeveynleri ya da büyükanne ve büyükbabalarıyla birlikte bir medya pedagoğu eşliğinde ücretsiz, çocuklara uygun programlama uygulaması Scratch Junior'ı (yaklaşık 5 yaş üstü için) tanıyor ve tablette kendi hikâyelerini, animasyonlarını veya oyunlarını oluşturuyor – ön bilgi gerekmez. Ücretsiz, kayıtla.",https://www.bibo-dresden.de/de/events-kids/blasewitz/20261110_Blasewitz_Familiennachmittag_Scratch.php,0aa30d67-bf0a-4597-b6b2-e30283cccd05
,Claude: no price and no end time on the page.,St Martin's Day service and lantern walk from Martin-Luther-Kirche,Andacht zum Martinstag mit Laternenumzug zur Garnisonkirche St. Martin,Служба в День святого Мартина и шествие с фонариками от Martin-Luther-Kirche,Служба на День святого Мартина та хода з ліхтариками від Martin-Luther-Kirche,صلاة عيد القديس مارتن وموكب الفوانيس من Martin-Luther-Kirche,Martin-Luther-Kirche'den Aziz Martin Günü ayini ve fener yürüyüşü,2026-11-11 16:30,,no,Martin-Luther-Kirche,"Martin-Luther-Platz, 01099 Dresden",Neustadt,,,,de,music,unknown,,https://kirche-dresden.de/kalender/andacht-zum-martinstag/,"St Martin's Day service with the Martin-Luther and St. Pauli children's choirs and a children's service, followed by a lantern walk to the Catholic Garnisonkirche St. Martin, where there is a Martinsfest with Martinshörnchen pastries, a campfire and a brass choir.","Andacht zum Martinstag mit den Kurrendegruppen Martin-Luther und St. Pauli und Kindergottesdienst, anschließend Laternenumzug zur katholischen Garnisonkirche St. Martin. Dort: Martinsfest mit Martinshörnchen, Lagerfeuer und Posaunenchor.","Служба ко Дню святого Мартина с детскими хорами Martin-Luther и St. Pauli и детским богослужением, затем шествие с фонариками к католической церкви Garnisonkirche St. Martin, где проходит праздник с рогаликами Martinshörnchen, костром и духовым хором.","Служба до Дня святого Мартина з дитячими хорами Martin-Luther та St. Pauli й дитячим богослужінням, потім хода з ліхтариками до католицької церкви Garnisonkirche St. Martin, де відбувається свято з рогаликами Martinshörnchen, вогнищем і духовим хором.",صلاة بمناسبة عيد القديس مارتن مع جوقتي الأطفال Martin-Luther وSt. Pauli وقدّاس للأطفال، يليها موكب بالفوانيس إلى الكنيسة الكاثوليكية Garnisonkirche St. Martin، حيث يُقام احتفال مارتن مع كعك Martinshörnchen ونار مخيم وجوقة نحاسية.,"Martin-Luther ve St. Pauli çocuk koroları ve çocuk ayiniyle Aziz Martin Günü ayini, ardından Katolik Garnisonkirche St. Martin'e fener yürüyüşü; orada Martinshörnchen çörekleri, kamp ateşi ve bando ile Martin şenliği.",https://kirche-dresden.de/kalender/andacht-zum-martinstag/,665f281a-9736-4ac5-b56b-79b5f7033cfb
,,Tipp and Tapp in autumn – puppet show at Gorbitz Library,Familiensamstag mit Puppenspiel: Die Abenteuer von Tipp und Tapp im Herbst,Приключения Tipp и Tapp осенью – кукольный спектакль в библиотеке Gorbitz,Пригоди Tipp і Tapp восени – ляльковий спектакль у бібліотеці Gorbitz,مغامرات Tipp وTapp في الخريف – عرض دمى في مكتبة Gorbitz,Tipp ile Tapp'ın sonbahar maceraları – Gorbitz Kütüphanesi'nde kukla gösterisi,2026-11-14 11:00,2026-11-14 11:40,no,Bibliothek Gorbitz,"Merianplatz 4, 01169 Dresden",Cotta,Bibliothek Gorbitz (Städtische Bibliotheken Dresden),4,,de,theatre;library,free,Free; registration by e-mail to Bibliothek Gorbitz,https://www.bibo-dresden.de/de/events-kids/gorbitz/20261114_Gorbitz_Puppentheater-Gloeckchen.php,Family Saturday with Puppentheater Glöckchen (founded 1984): two bear cubs visit their grandfather and have autumn surprises. For children from 4.,"Das Puppentheater Glöckchen (gegründet 1984) spielt: Zwei Bärenkinder sind bei ihrem Großvater zu Besuch und erleben herbstliche Überraschungen. Für Kinder ab 4 Jahren; Eintritt frei, mit Anmeldung per E-Mail.","Семейная суббота с Puppentheater Glöckchen (основан в 1984 году): два медвежонка гостят у дедушки и переживают осенние сюрпризы. Для детей от 4 лет; бесплатно, запись по e-mail.","Родинна субота з Puppentheater Glöckchen (засновано 1984 року): двоє ведмежат гостюють у дідуся й переживають осінні сюрпризи. Для дітей від 4 років; безкоштовно, реєстрація електронною поштою.",سبت عائلي مع Puppentheater Glöckchen (تأسس عام 1984): دبّان صغيران يزوران جدّهما ويعيشان مفاجآت خريفية. للأطفال من عمر 4 سنوات؛ مجانًا، التسجيل بالبريد الإلكتروني.,"Puppentheater Glöckchen (1984'te kuruldu) ile aile cumartesisi: iki yavru ayı dedelerini ziyaret ediyor ve sonbahar sürprizleri yaşıyor. 4 yaş üstü çocuklar için; ücretsiz, e-postayla kayıt.",https://www.bibo-dresden.de/de/events-kids/gorbitz/20261114_Gorbitz_Puppentheater-Gloeckchen.php,e10b5b24-26a2-4b83-8b00-67544369cb5d
,,Herr Eichhorn und der erste Schnee – puppet theatre (tjg.),Herr Eichhorn und der erste Schnee – Puppentheater im tjg.,«Herr Eichhorn und der erste Schnee» – кукольный спектакль (tjg.),«Herr Eichhorn und der erste Schnee» – ляльковий спектакль (tjg.),«Herr Eichhorn und der erste Schnee» – مسرح دمى (tjg.),„Herr Eichhorn und der erste Schnee“ – kukla tiyatrosu (tjg.),2026-11-22 16:00,2026-11-22 16:50,no,"tjg. theater junge generation, Kleine Bühne","Kraftwerk Mitte 1, 01067 Dresden",Altstadt,,4,,de,theatre,paid,"Adults €16, children up to 14 €8, reduced €8; with tjg. Familiencard adults €8, children €5 (tjg. price list)",https://www.tjg-dresden.de/inszenierung/herr-eichhorn-und-der-erste-schnee,"Puppet play after Sebastian Meschenmoser's picture books: Herr Eichhorn has never seen snow and is determined to stay awake for the start of winter, joined by Hedgehog and Bear, fresh air and sea shanties. For children from 4; 50 minutes.","Nach den Bilderbüchern von Sebastian Meschenmoser: Herr Eichhorn hat noch nie Schnee gesehen und will dieses Jahr wach bleiben, um den Winteranfang zu erleben – mit Igel und Bär, Bewegung an der frischen Luft und Seemannsliedern. Ab 4 Jahren, Spieldauer 50 Minuten.","По книжкам с картинками Sebastian Meschenmoser: Herr Eichhorn никогда не видел снега и в этом году решает не спать, чтобы застать начало зимы, – вместе с Ежом и Медведем, прогулками на свежем воздухе и морскими песнями. Для детей от 4 лет, 50 минут.","За книжками з картинками Sebastian Meschenmoser: Herr Eichhorn ніколи не бачив снігу й цього року вирішує не спати, щоб побачити початок зими, – разом з Їжаком і Ведмедем, рухом на свіжому повітрі та морськими піснями. Для дітей від 4 років, 50 хвилин.",مستوحى من كتب Sebastian Meschenmoser المصورة: لم يرَ Herr Eichhorn الثلج قطّ، ويقرر هذا العام أن يبقى مستيقظًا ليشهد بداية الشتاء، مع القنفذ والدب، والحركة في الهواء الطلق وأغاني البحّارة. للأطفال من عمر 4 سنوات، المدة 50 دقيقة.,"Sebastian Meschenmoser'in resimli kitaplarından: Herr Eichhorn hiç kar görmemiş ve bu yıl kışın başlangıcını görmek için uyanık kalmaya kararlı – Kirpi ve Ayı ile, temiz havada hareket ve denizci şarkılarıyla. 4 yaş üstü çocuklar için, 50 dakika.",https://www.tjg-dresden.de/inszenierung/herr-eichhorn-und-der-erste-schnee,f16d0364-a5c4-4d98-b582-56489202dd2f
,,Torch cinema at Leubnitz-Neuostra Library,Taschenlampenkino in der Bibliothek Leubnitz-Neuostra,Кино с фонариками в библиотеке Leubnitz-Neuostra,Кіно з ліхтариками в бібліотеці Leubnitz-Neuostra,سينما المصابيح اليدوية في مكتبة Leubnitz-Neuostra,Leubnitz-Neuostra Kütüphanesi'nde el feneri sineması,2026-11-24 16:30,2026-11-24 17:00,no,Bibliothek Leubnitz-Neuostra,"Corinthstraße 8, 01219 Dresden",Prohlis,,3,6,de,library,free,"Free, no registration; bring a torch, glow stick or lantern (no open flame)",https://www.bibo-dresden.de/de/events-kids/lno/20261124_LNO_Taschenlampenkino.php,"Picture-book cinema for children aged 3–6 about the light that brings brightness, warmth and hope in the dark season – children bring torches, glow sticks or lanterns (no open flame).","Bilderbuchkino für Kinder von 3 bis 6 Jahren über das Licht, das in der dunklen Jahreszeit hellen Schein, Wärme und Hoffnung verbreitet. Bitte eine Taschenlampe, einen Leuchtstab oder eine Laterne mitbringen (kein offenes Feuer); Eintritt frei, ohne Anmeldung.","Кино по книжке с картинками для детей от 3 до 6 лет о свете, который в тёмное время года дарит сияние, тепло и надежду. Возьмите с собой фонарик, светящуюся палочку или фонарь (без открытого огня); бесплатно, без записи.","Кіно за книжкою з картинками для дітей від 3 до 6 років про світло, яке в темну пору року дарує сяйво, тепло й надію. Візьміть із собою ліхтарик, світну паличку або ліхтар (без відкритого вогню); безкоштовно, без реєстрації.",سينما كتب مصورة للأطفال من 3 إلى 6 سنوات عن النور الذي ينشر الضياء والدفء والأمل في موسم الظلام. أحضروا مصباحًا يدويًا أو عصا مضيئة أو فانوسًا (دون لهب مكشوف)؛ مجانًا ودون تسجيل.,"3-6 yaş arası çocuklar için karanlık mevsimde parıltı, sıcaklık ve umut yayan ışık üzerine resimli kitap sineması. Lütfen el feneri, ışıklı çubuk veya fener getirin (açık ateş yok); ücretsiz, kayıt gerekmez.",https://www.bibo-dresden.de/de/events-kids/lno/20261124_LNO_Taschenlampenkino.php,d5cd9861-7516-4882-b1dc-995e05a6397f
,Claude: price not stated; book a slot.,Der tjg.-Klangspielraum – sound playroom for ages 2–5,Der tjg.-Klangspielraum – der etwas andere Spielplatz für Kinder von 2 bis 5 Jahren,Der tjg.-Klangspielraum – звуковая игровая комната для детей 2–5 лет,Der tjg.-Klangspielraum – звукова ігрова кімната для дітей 2–5 років,Der tjg.-Klangspielraum – غرفة لعب صوتية للأطفال من 2 إلى 5 سنوات,Der tjg.-Klangspielraum – 2-5 yaş için ses oyun odası,2026-11-25 14:00,2026-11-25 15:30,no,"tjg. theater junge generation, Studiobühne","Kraftwerk Mitte 1, 01067 Dresden",Altstadt,,2,5,de,music;theatre,unknown,,https://www.tjg-dresden.de/inszenierung/der-tjg-klangspielraum,"A playroom to discover with the ears: a flower field that makes melodies, trees that beat in rhythm and puddles that produce voices, for children aged 2–5. Book a 1.5-hour afternoon slot (also at 16:00); changing tables, nursing chairs and pram parking on site.","Ein Raum, der vor allem mit den Ohren entdeckt werden will: ein Blumenfeld, das Melodien erschafft, Bäume, die im Rhythmus pochen, und Pfützen, die Stimmen hervorbringen. Buchbar ist ein 1,5-Stunden-Zeitslot am Nachmittag (auch um 16 Uhr); Wickeltische, Stillsessel und Kinderwagenplätze vor Ort.","Комната, которую исследуют прежде всего ушами: цветочное поле, создающее мелодии, деревья, стучащие в ритме, и лужи, из которых раздаются голоса. Можно забронировать дневной слот на 1,5 часа (также в 16:00); на месте есть пеленальные столы, кресла для кормления и места для колясок.","Кімната, яку досліджують передусім вухами: квіткове поле, що створює мелодії, дерева, що стукають у ритмі, і калюжі, з яких лунають голоси. Можна забронювати денний слот на 1,5 години (також о 16:00); на місці є сповивальні столи, крісла для годування та місця для візочків.",غرفة تُكتشف بالأذنين قبل كل شيء: حقل أزهار يصنع ألحانًا، وأشجار تنبض بالإيقاع، وبرك ماء تصدر أصواتًا. يمكن حجز فترة ساعة ونصف بعد الظهر (وأيضًا في الساعة 16:00)؛ تتوفر طاولات لتغيير الحفاضات ومقاعد للرضاعة وأماكن لعربات الأطفال.,"Özellikle kulaklarla keşfedilen bir oda: melodiler yaratan bir çiçek tarlası, ritimle atan ağaçlar ve sesler çıkaran su birikintileri. Öğleden sonra 1,5 saatlik bir zaman dilimi rezerve edilebilir (ayrıca 16:00'da); alt değiştirme masası, emzirme koltuğu ve bebek arabası yeri mevcut.",https://www.tjg-dresden.de/inszenierung/der-tjg-klangspielraum,e583e233-b38a-44d3-84c1-0fe400d85bd0
,Claude: no postcode on the page.,Opening of the 592nd Dresdner Striezelmarkt,Eröffnung des 592. Dresdner Striezelmarkts,Открытие 592-го Dresdner Striezelmarkt,Відкриття 592-го Dresdner Striezelmarkt,افتتاح سوق عيد الميلاد Dresdner Striezelmarkt الـ592,592. Dresdner Striezelmarkt'ın açılışı,2026-11-25 16:00,2026-11-25 21:00,no,"Striezelmarkt, Altmarkt","Altmarkt (Wilsdruffer Straße), Dresden",Altstadt,,,,de,,unknown,,https://striezelmarkt.dresden.de/de/,"Germany's oldest Christmas market opens on the Altmarkt with more than 200 traders, the world's largest Erzgebirge step pyramid and a daily Christmas programme for young and old. Opening day 16:00–21:00, then daily 10:00–21:00 until 23 Dec (24 Dec 10:00–14:00).","Der älteste Weihnachtsmarkt Deutschlands verwandelt den Altmarkt in ein Weihnachtswunderland: mehr als 200 Händler, die weltgrößte erzgebirgische Stufenpyramide und ein tägliches weihnachtliches Kulturprogramm für Groß und Klein. Am Eröffnungstag 16 bis 21 Uhr, danach bis 23. Dezember täglich 10 bis 21 Uhr (24. Dezember 10 bis 14 Uhr).","Старейшая рождественская ярмарка Германии превращает площадь Altmarkt в рождественскую сказку: более 200 торговцев, самая большая в мире рудногорская ступенчатая пирамида и ежедневная праздничная программа для взрослых и детей. В день открытия 16:00–21:00, затем до 23 декабря ежедневно 10:00–21:00 (24 декабря 10:00–14:00).","Найстаріший різдвяний ярмарок Німеччини перетворює площу Altmarkt на різдвяну казку: понад 200 торговців, найбільша у світі рудногірська ступінчаста піраміда та щоденна святкова програма для дорослих і дітей. У день відкриття 16:00–21:00, далі до 23 грудня щодня 10:00–21:00 (24 грудня 10:00–14:00).",أقدم سوق لعيد الميلاد في ألمانيا يحوّل ساحة Altmarkt إلى عالم ميلادي ساحر: أكثر من 200 بائع، وأكبر هرم ميلادي متدرّج من جبال الخام في العالم، وبرنامج ثقافي ميلادي يومي للكبار والصغار. يوم الافتتاح من 16:00 إلى 21:00، ثم يوميًا من 10:00 إلى 21:00 حتى 23 ديسمبر (24 ديسمبر من 10:00 إلى 14:00).,"Almanya'nın en eski Noel pazarı Altmarkt'ı bir Noel masalına dönüştürüyor: 200'den fazla satıcı, dünyanın en büyük Erzgebirge basamaklı piramidi ve büyükler ve küçükler için her gün Noel kültür programı. Açılış günü 16:00-21:00, sonra 23 Aralık'a kadar her gün 10:00-21:00 (24 Aralık 10:00-14:00).",https://striezelmarkt.dresden.de/de/,bc1dd96e-5d24-49ac-8f30-5d5e4a4518dc
,,"Family programme at the Zwinger: Engel, Licht und Heilige Nacht","FAMILIENPROGRAMM: Engel, Licht und Heilige Nacht","Семейная программа в Zwinger: «Engel, Licht und Heilige Nacht»","Родинна програма в Zwinger: «Engel, Licht und Heilige Nacht»","برنامج عائلي في Zwinger: «Engel, Licht und Heilige Nacht»","Zwinger'de aile programı: „Engel, Licht und Heilige Nacht“",2026-11-28 10:30,2026-11-28 12:30,no,Zwinger,"Theaterplatz 1, 01067 Dresden",Altstadt,,,,de,art,paid,"Programme free for children up to 17 + 2 accompanying adults, plus museum admission from school age; registration requested on (0351) 4914-2000",https://www.skd.museum/vermittlung/programmreihen/familiennachmittage/,"Family programme on the theme 'angels, light and holy night' in the special exhibition 'Correggio. Berührend menschlich': children and adults explore the art together and get creative. Meet at the ticket desk; places are limited.","Familienprogramm in der Sonderausstellung „Correggio. Berührend menschlich“ im Zwinger: Kinder und Erwachsene entdecken gemeinsam die Kunst und werden kreativ. Treffpunkt an der Kasse; Teilnahme kostenfrei für Kinder bis 17 Jahre und 2 begleitende Erwachsene, zzgl. Eintritt ab Schuleintritt; Anmeldung erbeten.","Семейная программа на специальной выставке «Correggio. Berührend menschlich» в Zwinger: дети и взрослые вместе открывают искусство и занимаются творчеством на тему ангелов, света и Святой ночи. Сбор у кассы; участие бесплатно для детей до 17 лет и двух сопровождающих взрослых, плюс входной билет начиная со школьного возраста; просьба записаться.","Родинна програма на спеціальній виставці «Correggio. Berührend menschlich» у Zwinger: діти й дорослі разом відкривають мистецтво та творять на тему ангелів, світла й Святої ночі. Збір біля каси; участь безкоштовна для дітей до 17 років і двох дорослих супровідників, плюс вхідний квиток починаючи зі шкільного віку; прохання зареєструватися.",برنامج عائلي في المعرض الخاص «Correggio. Berührend menschlich» في Zwinger: يكتشف الأطفال والكبار الفن معًا ويبدعون حول موضوع الملائكة والنور والليلة المقدسة. نقطة اللقاء عند شباك التذاكر؛ المشاركة مجانية للأطفال حتى 17 عامًا ومرافقَين بالغَين، مع رسوم الدخول ابتداءً من سن المدرسة؛ يُرجى التسجيل.,"Zwinger'deki „Correggio. Berührend menschlich“ özel sergisinde aile programı: çocuklar ve yetişkinler melekler, ışık ve kutsal gece temasıyla sanatı birlikte keşfediyor ve yaratıcı oluyor. Buluşma noktası gişe; 17 yaşa kadar çocuklar ve 2 refakatçi yetişkin için katılım ücretsiz, okul çağından itibaren giriş ücreti ayrıca; kayıt rica ediliyor.",https://www.skd.museum/vermittlung/programmreihen/familiennachmittage/,62c3ec9d-a12e-46e3-8bd1-6e8b39b0f4be
,,Christmas market for families at Pieschen Library,Weihnachtsmarkt für die ganze Familie in der Bibliothek Pieschen,Рождественская ярмарка для семей в библиотеке Pieschen,Різдвяний ярмарок для родин у бібліотеці Pieschen,سوق عيد الميلاد للعائلات في مكتبة Pieschen,Pieschen Kütüphanesi'nde aileler için Noel pazarı,2026-11-28 14:00,2026-11-28 18:00,no,Bibliothek Pieschen,"Bürgerstraße 63, 01127 Dresden",Pieschen,,,,de,art;theatre;library,free,"Free (Teilnahme kostenlos, Eintritt frei)",https://www.bibo-dresden.de/de/events-kids/pieschen/20261128_Pieschen_Weihnachtsmarkt.php,"Christmas magic for the whole family with crafts, baking and puppet theatre; at 16:30 the Dresdner Figurentheater performs 'Dornröschen und die Weihnachtsmonsterbande'. For families with children; free.","Weihnachtszauber für die ganze Familie: Basteln, Backen und Puppentheater – um 16:30 Uhr spielt das Dresdner Figurentheater „Dornröschen und die Weihnachtsmonsterbande“. Für Familien mit Kindern; Teilnahme kostenlos, Eintritt frei.","Рождественское волшебство для всей семьи: поделки, выпечка и кукольный театр – в 16:30 Dresdner Figurentheater показывает спектакль «Dornröschen und die Weihnachtsmonsterbande». Для семей с детьми; бесплатно.","Різдвяне диво для всієї родини: рукоділля, випічка та ляльковий театр – о 16:30 Dresdner Figurentheater показує виставу «Dornröschen und die Weihnachtsmonsterbande». Для родин із дітьми; безкоштовно.",سحر عيد الميلاد للعائلة كلها: أشغال يدوية وخَبز ومسرح دمى، وفي الساعة 16:30 يعرض Dresdner Figurentheater مسرحية «Dornröschen und die Weihnachtsmonsterbande». للعائلات مع الأطفال؛ مجانًا.,"Tüm aile için Noel büyüsü: el işi, kurabiye pişirme ve kukla tiyatrosu – 16:30'da Dresdner Figurentheater „Dornröschen und die Weihnachtsmonsterbande“ oyununu sahneliyor. Çocuklu aileler için; ücretsiz.",https://www.bibo-dresden.de/de/events-kids/pieschen/20261128_Pieschen_Weihnachtsmarkt.php,cafd0dbb-3f69-4d73-ad03-71cd97406768
,,phil zu entdecken … in 1001 Nächten – family concert,phil zu entdecken … in 1001 Nächten – Familienkonzert der Dresdner Philharmonie,phil zu entdecken … in 1001 Nächten – семейный концерт,phil zu entdecken … in 1001 Nächten – родинний концерт,phil zu entdecken … in 1001 Nächten – حفل عائلي,phil zu entdecken … in 1001 Nächten – aile konseri,2026-11-29 11:00,2026-11-29 12:00,no,"Kulturpalast, Konzertsaal","Schloßstraße 2 (Eingang Altmarkt), 01067 Dresden",Altstadt,,5,,de,music,paid,"From €14; reduced: €6 pupils under 18, €10 under 30, €7 Dresden-Pass (optional FLEX fee +€6)",https://www.dresdnerphilharmonie.de/de/konzerte-tickets/konzertkalender-dresden/phil-zu-entdecken-in-1001-naechten/?datum=2026-11-29,"Family concert of the Dresdner Philharmonie: presenter Malte Arkona and Phili tell of Scheherazade, Sindbad the Sailor and Prince Kalender around Rimsky-Korsakov's symphonic suite 'Scheherazade', conducted by Aziz Shokhakimov. About 1 hour, no interval; from 5.","Malte Arkona und Phili erzählen von Scheherazade, Sindbad dem Seefahrer und dem Prinzen Kalender – rund um Nikolai Rimski-Korsakows sinfonische Suite „Scheherazade“ mit der Dresdner Philharmonie unter Aziz Shokhakimov. Dauer ca. 1 Stunde ohne Pause; ab 5 Jahren.","Ведущий Malte Arkona и Phili рассказывают о Шехерезаде, Синдбаде-мореходе и принце Календере – вокруг симфонической сюиты Николая Римского-Корсакова «Шехерезада» в исполнении Dresdner Philharmonie под управлением Азиза Шохакимова. Около 1 часа без антракта; от 5 лет.","Ведучий Malte Arkona та Phili розповідають про Шехерезаду, Синдбада-мореплавця й принца Календера – довкола симфонічної сюїти Миколи Римського-Корсакова «Шехерезада» у виконанні Dresdner Philharmonie під орудою Азіза Шохакімова. Близько 1 години без антракту; від 5 років.",يحكي المقدّم Malte Arkona وPhili عن شهرزاد والسندباد البحري والأمير قلندر، حول المتتالية السمفونية «شهرزاد» لنيكولاي ريمسكي-كورساكوف، تعزفها Dresdner Philharmonie بقيادة عزيز شوخاكيموف. المدة نحو ساعة دون استراحة؛ من عمر 5 سنوات.,"Sunucu Malte Arkona ve Phili; Şehrazat, Denizci Sinbad ve Prens Kalender'i anlatıyor – Nikolay Rimski-Korsakov'un senfonik süiti „Şehrazat“ etrafında, Dresdner Philharmonie ve şef Aziz Shokhakimov ile. Yaklaşık 1 saat, arasız; 5 yaş üstü.",https://www.dresdnerphilharmonie.de/de/konzerte-tickets/konzertkalender-dresden/phil-zu-entdecken-in-1001-naechten/?datum=2026-11-29,5d114066-52eb-4fd9-a7a8-4a3c7e17aafe
